ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1533068775.024687,C1OaVW3uhGaHGOBuL8,192.168.100.113,35228,128.185.250.50,50,tcp,-,3.150965,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545414052.306973,CzxhWi1hr21GHJSHtj,192.168.1.195,51680,185.244.25.235,6667,tcp,-,3.153946,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545471311.141359,CQyDTHwQoKkknNmad,192.168.1.195,55008,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533078106.951674,CvDpAYEXbgOyuSBVj,192.168.100.113,44876,178.128.185.250,50,tcp,-,3.142198,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533091038.575717,Cj3IdC24MXQeEe6AIc,192.168.100.113,36340,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547145579.990345,CCMSSa2RKeQiFP5cjd,192.168.1.198,49644,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547145448.511252,CgQe8r2zvgJq8IgXzg,192.168.1.198,49446,142.11.219.83,45,tcp,-,3.159968,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1551393820.980255,CvbmHo4CTy9SA31lUb,192.168.1.193,51300,134.209.72.171,4554,tcp,-,0.000005,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,C&C
1545457480.514809,Cum01DWeet3IGoxCi,192.168.1.195,53488,185.244.25.235,6667,tcp,-,3.105966,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545403737.800984,Cbsn9B89IwETWHMs3,192.168.1.196,33076,104.248.160.24,80,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545412977.940996,C8y9dj4Txy65Pcfu4a,192.168.1.195,51420,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533093413.374565,Csih8E4DtIlSRfSOKl,192.168.100.113,45640,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1551402864.538265,Co9syZ3wd7VTsi7nVd,192.168.1.193,52186,134.209.72.171,4554,tcp,-,1.268524,11,11,SF,-,-,0,ShADdfrFr,12,678,10,510,-,Malicious,C&C
1533103005.230159,CL2all1Xb2VKmAev33,192.168.100.113,46120,178.128.185.250,50,tcp,-,3.104981,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545467016.728769,CrBhEY1K8yjspMW7Dl,192.168.1.195,54596,185.244.25.235,6667,tcp,-,3.130221,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545407017.643904,CviVBh497wwS3k8wZi,192.168.1.195,49818,185.244.25.235,6667,tcp,-,3.095985,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545413916.500935,CWBojbJ7vLqM0Cmqb,192.168.1.195,51638,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545404620.822165,C24FyB3fbuN2BeoMnc,192.168.1.195,49052,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547148139.673226,C9JWBb77TCsa8yPLa,192.168.1.198,51930,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545477421.380877,CLKrfF2T8cfQzbgFb,192.168.1.195,55576,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533061496.894974,CNaaP61tvej6uUT9E9,192.168.100.113,34864,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533083185.675612,CABxAr3o7z9TdIPvQ7,192.168.100.113,35948,128.185.250.50,50,tcp,-,3.138962,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545486910.648088,CoQjFbtsA5wqDQyok,192.168.1.195,56764,185.244.25.235,6667,tcp,-,3.131217,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533053355.771344,C7Nv854brCdOQQ9tkj,192.168.100.113,34456,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545414656.044121,Cf2M3w2NnMDIPxTDn9,192.168.1.195,51864,185.244.25.235,6667,tcp,irc,2.075814,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,Malicious,C&C
1533071814.655538,CZKtwyaBeY65zf9hf,192.168.100.113,44560,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547148124.522364,CjNhyy4FqsDz7oOfz6,192.168.1.198,51918,142.11.219.83,45,tcp,-,3.149460,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533114293.487868,CVC2I74qgC3ZMDnzyg,192.168.100.113,46684,178.128.185.250,50,tcp,-,3.086243,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533128594.815141,CMbWau4tuxJg4DnpS3,192.168.100.113,38216,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533065937.948660,CKBVv81JEDgolOYsDg,192.168.100.113,44268,178.128.185.250,50,tcp,-,3.100483,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1547145571.191146,CVOI2OyUMcy2ICvRk,192.168.1.198,49634,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533097436.073424,CbvzA64O0VfAaSpFa8,192.168.100.113,36660,128.185.250.50,50,tcp,-,3.142457,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533078859.772172,C8xp7y4lECABfL9ZD8,192.168.100.113,44912,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547067699.047603,CtWifEPSd7rNTVP9l,192.168.1.194,51850,94.125.182.255,6667,tcp,irc,9.040584,71,449,SF,-,-,0,ShADdafF,11,651,11,1029,-,Malicious,C&C
1547088120.113786,CUkwtahagbiBm78Md,192.168.1.194,47298,91.236.182.1,6667,tcp,-,3.093254,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533070934.015408,CbpY6v1TasvfrSbkPg,192.168.100.113,44516,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533082800.893926,CeXRzB1HoHZT9g3MSf,192.168.100.113,35928,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533101411.215519,CVcjClFHDsfvsVC44,192.168.100.113,46040,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547084130.077032,CSNzYD3SOWJ70LDmok,192.168.1.194,46764,91.236.182.1,6667,tcp,irc,8.991329,71,449,SF,-,-,0,ShADdafF,10,599,11,1029,-,Malicious,C&C
1545460236.713245,CSEtvQ3XrtrFG1Zcl1,192.168.1.195,53908,185.244.25.235,6667,tcp,irc,32.965701,62,269,S3,-,-,0,ShAdDaft,8,506,6,589,-,Malicious,C&C
1547077351.287177,CV0pRf3hqo7xuQGQgf,192.168.1.194,60628,82.76.255.62,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533086083.455162,CZLKxW3GpYwF7v7p9c,192.168.100.113,36092,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533127618.321131,CTrkKk3ZDGyrwaPDN5,192.168.100.113,38168,128.185.250.50,50,tcp,-,3.133720,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1547147868.803761,CX24ZJ2FNQwiFgShmb,192.168.1.198,51682,142.11.219.83,45,tcp,-,3.107694,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545417116.500671,CsOrY448yL6Dk7mRle,192.168.1.195,52760,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545414487.916672,Cz7mjEwcoMIxcDP1,192.168.1.195,51806,185.244.25.235,6667,tcp,-,3.143703,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545473044.976832,CYabEv2nqMS1vszAv4,192.168.1.195,55166,185.244.25.235,6667,tcp,-,3.125200,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545485775.619226,CsT6Mk3KpEtjgruftl,192.168.1.195,56622,185.244.25.235,6667,tcp,-,3.123235,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1547088365.105591,CWJbSF25Hji7tqWQc9,192.168.1.194,49582,45.58.183.18,6667,tcp,irc,0.050971,16,65,RSTR,-,-,0,ShADdfr,4,232,4,269,-,Malicious,C&C
1551393210.228335,C5MrZC3wnXF1qvALqe,192.168.1.193,51232,134.209.72.171,4554,tcp,-,3.149209,0,0,S0,-,-,0,S,6,360,0,0,-,Malicious,C&C
1547078217.369117,CogiuS2Gh9Kf3LaoKd,192.168.1.194,60746,82.76.255.62,6667,tcp,-,-,-,-,SH,-,-,0,F,1,40,0,0,-,Malicious,C&C
1545410527.059869,CJwS6mgRqGXswJkVa,192.168.1.195,50796,185.244.25.235,6667,tcp,irc,0.910223,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C
1545472739.518280,CQ4ukn2aLd8W6Vv0c,192.168.1.195,55134,185.244.25.235,6667,tcp,irc,35.763631,62,260,S3,-,-,0,ShAdDaf,10,606,7,632,-,Malicious,C&C
1545414089.540734,CxuSdMX8xsDtH0p9l,192.168.1.195,51686,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533081271.451977,COGt5F4bZPRjLhZGBd,192.168.100.113,35852,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545407107.139825,CE4kcE1PSC16JsBXEl,192.168.1.195,49838,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547148271.522223,Cc9de31PBpLbFRwkV9,192.168.1.198,52206,142.11.219.83,45,tcp,-,3.109971,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533092072.166715,CDJkRr38U3Y9uzYvy8,192.168.100.113,36392,128.185.250.50,50,tcp,-,3.129468,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533116247.291290,C75GmEm3qJufJkGff,192.168.100.113,46780,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547146315.190249,C9XgvG4oxbH9GauKD,192.168.1.198,50182,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545486930.666663,CkyUfxic9levdofde,192.168.1.195,56768,185.244.25.235,6667,tcp,-,3.112723,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533059165.055042,CaPvuLXP5tBkjWSB8,192.168.100.113,43928,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547080640.185417,C1qlwXyBdRiEHZBZb,192.168.1.194,32992,82.76.255.62,6667,tcp,irc,29.063176,70,451,SF,-,-,0,ShwAadDfF,21,950,13,1399,-,Malicious,C&C
1545405098.491043,C40VSk48rIFvkCKYhd,192.168.1.195,49196,185.244.25.235,6667,tcp,-,3.131232,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533057166.580759,CJznjG3RNPWWLaSP77,192.168.100.113,34648,128.185.250.50,50,tcp,-,3.110987,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1551384816.589448,Cl1ajz4ccP7GdZPrGd,192.168.1.193,50346,134.209.72.171,4554,tcp,-,0.731593,11,11,RSTR,-,-,0,ShADadr,10,580,10,534,-,Malicious,C&C
1533054444.538614,CpmimX1ujBfItaOLw5,192.168.100.113,34512,128.185.250.50,50,tcp,-,3.152946,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545488490.100884,CtxbbVNMDeqj6rOsi,192.168.1.195,56956,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547147478.150411,Cv7bTI3CtCCb69R677,192.168.1.198,51216,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545418556.579684,CzMN883NBAZ6NzR944,192.168.1.195,53198,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545410043.818108,C0dB5L1TZ0lx2xzLSk,192.168.1.195,50666,185.244.25.235,6667,tcp,-,3.080731,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1547066055.210780,C6eFJt8aTmqL8CAb6,192.168.1.194,50148,154.35.136.18,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547148285.792343,CWnWz22Q51vGz46p0i,192.168.1.198,52234,142.11.219.83,45,tcp,-,3.159630,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1551398643.858968,CpG0ap2yoJ84lCLkRb,192.168.1.193,51758,134.209.72.171,4554,tcp,-,0.205878,11,11,SF,-,-,0,ShADdfrFr,10,558,10,510,-,Malicious,C&C
1545411567.461168,CzeKk4UPX7d08P4h2,192.168.1.195,51048,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545405800.297605,CkezTe1w5xfoSxKyRl,192.168.1.195,49432,185.244.25.235,6667,tcp,-,3.084741,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545464609.702147,CRdS4d3zT03TSDOwc7,192.168.1.195,54344,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547145539.048675,CpNBPqrnOiHHez3Tj,192.168.1.198,49588,142.11.219.83,45,tcp,-,3.102763,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545478771.541732,CrodCF3pWBTZmlJgP9,192.168.1.195,55826,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533057093.691755,CFTLfC36JiW0t6Kvih,192.168.100.113,34644,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545408146.819094,C9jshTD5pWzv2GQYk,192.168.1.195,50170,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547071114.121480,C2mV842vZKnyZx6QK2,192.168.1.194,59868,82.76.255.62,6667,tcp,irc,9.079815,71,452,SF,-,-,0,ShwAadDfF,12,571,11,896,-,Malicious,C&C
1545488637.941158,Ck9kTA32Mb6MiwvvPf,192.168.1.195,56970,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545457430.502436,C8uGIQ1tfTfpXxZLc,192.168.1.195,53478,185.244.25.235,6667,tcp,-,3.118475,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545408261.218894,CDIGyo1GFUoqGfoEkl,192.168.1.195,50224,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533105902.974642,COrsVh4j057FUbRRZ2,192.168.100.113,46264,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533113108.094240,CoOgutv3VAcMCFOM9,192.168.100.113,46624,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547146004.390959,CplgqLMpcSFb9eGQe,192.168.1.198,49996,142.11.219.83,45,tcp,-,3.119471,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545413865.801362,Cj8zGk2j2US6r8ceH9,192.168.1.195,51626,185.244.25.235,6667,tcp,-,3.099475,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545415104.955067,CmOTOd3oxPZ9OjbUO8,192.168.1.195,52008,185.244.25.235,6667,tcp,-,3.144454,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533054585.211765,Cf6HdB2CIDNFkedHxa,192.168.100.113,43700,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533065900.089273,CjcEmV3sFikt8B2L5b,192.168.100.113,35084,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533122251.776112,Cy1aYp3rb0JnZPlwme,192.168.100.113,47080,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547066290.172101,CvrARW19ZFcbKVp2o1,192.168.1.194,50196,154.35.136.18,6667,tcp,irc,28.000539,71,446,SF,-,-,0,ShADdafF,11,651,11,1026,-,Malicious,C&C
1545467539.910476,C33vDv1AOtIDi24KC3,192.168.1.195,54656,185.244.25.235,6667,tcp,irc,35.227436,62,269,S3,-,-,0,ShAdDaf,9,554,6,589,-,Malicious,C&C
1545471755.162759,C6nMnE3MXydZhcayu9,192.168.1.195,55048,185.244.25.235,6667,tcp,irc,35.768641,62,269,S3,-,-,0,ShAdDaf,9,554,6,589,-,Malicious,C&C
1545463939.701854,CvpXBB3CtEUSYnym62,192.168.1.195,54284,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533101839.363259,CwsSse2ubaURK0uxb4,192.168.100.113,36880,128.185.250.50,50,tcp,-,3.132711,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533060013.635729,CtdJyk2bQ3A3AuRUg8,192.168.100.113,43972,178.128.185.250,50,tcp,-,3.099226,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533094249.214321,Cqhvl33Ui4FoKfbZka,192.168.100.113,36500,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547147474.390290,CEmLSd3mJ9Af1MoSr2,192.168.1.198,51208,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1551405711.880316,ChQ5jm1iwOFA2ZK0o4,192.168.1.193,52482,134.209.72.171,4554,tcp,-,3.098011,0,0,S0,-,-,0,S,6,360,0,0,-,Malicious,C&C
1533114921.214207,CgcgrtffNrbCWtsri,192.168.100.113,37532,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533053571.131293,CvVdE94GHv4mQ7dz4c,192.168.100.113,34468,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533108641.534741,CO24RS7C8sFDJCUYf,192.168.100.113,46400,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533085940.095252,CKYA222y5nfApYUew4,192.168.100.113,36084,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545411117.940887,CJ2PLB3fRQ7hK7yAWh,192.168.1.195,50936,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533111213.455296,C7UpYk1L5KsLqq2I18,192.168.100.113,37348,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545457178.779921,CASW514MLQ2uSsVSQe,192.168.1.195,53448,185.244.25.235,6667,tcp,irc,32.771573,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,Malicious,C&C
1551403691.232688,CQxX174689hRXBlrl2,192.168.1.193,52278,134.209.72.171,4554,tcp,-,1.220541,11,11,SF,-,-,0,ShADdfrFr,12,678,10,510,-,Malicious,C&C
1533111491.448970,Ceylxo1MmpokAGILLb,192.168.100.113,46544,178.128.185.250,50,tcp,-,3.125969,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545478055.461312,CFHtV63z1hMelJicm9,192.168.1.195,55744,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545406331.269998,CULBd1iLJWvQ4vbhi,192.168.1.195,49578,185.244.25.235,6667,tcp,-,3.151179,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1533127990.814927,CWAorA2RlNjcXxYOQl,192.168.100.113,47368,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1533077421.429965,CbFUdF3L1IPCUuJze,192.168.100.113,35660,128.185.250.50,50,tcp,-,3.144467,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1533120660.414294,CNWvBz4eOTXC4hSxKe,192.168.100.113,37820,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545418582.590201,CWwXvI3IL6ysL0GpFg,192.168.1.195,53212,185.244.25.235,6667,tcp,irc,2.079308,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,Malicious,C&C
1545406204.821675,Cuofvg4DxPRA8lzsMe,192.168.1.195,49544,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1547147663.270943,CxKiz93GWQSQk1yUY8,192.168.1.198,51488,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533125728.894477,CKwRWh3Pi6lvd9xk71,192.168.100.113,38072,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545409773.858811,CWithdkJMEECqyk15,192.168.1.195,50594,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533084553.855146,CI4NYm1sUROowBoEt9,192.168.100.113,36016,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1545411625.541074,C9pGZK3sDnDa51W5qd,192.168.1.195,51060,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545414043.186669,CMeHK2CpLM8Gq6dA5,192.168.1.195,51676,185.244.25.235,6667,tcp,-,3.154202,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1551396471.229609,CZfuwv3FD6NrjgFb8g,192.168.1.193,51558,134.209.72.171,4554,tcp,-,1.266279,11,11,SF,-,-,0,ShADdfrFr,12,678,10,510,-,Malicious,C&C
1547148227.351845,C3DCaE4Qgj0r3guO1a,192.168.1.198,52104,142.11.219.83,45,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1533080238.971543,CFKoxI3eGqBrxq4xab,192.168.100.113,35800,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1547146821.941768,CfDqDT3DgW1Ot61fpl,192.168.1.198,50496,142.11.219.83,45,tcp,-,3.088499,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1545476535.939936,CjadWA10czai5gJEmi,192.168.1.195,55420,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Malicious,C&C
1545462365.432243,C1JREU3QsV0eNfPqE4,192.168.1.195,54164,185.244.25.235,6667,tcp,-,3.148719,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1551406128.482138,CPsbww1u8HpYR6U01f,192.168.1.193,52518,134.209.72.171,4554,tcp,-,0.211877,11,11,SF,-,-,0,ShADdfrFr,10,558,10,510,-,Malicious,C&C
1545414660.168767,CSeDu04T8Vtryw5LWa,192.168.1.195,51870,185.244.25.235,6667,tcp,irc,1.101136,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C
1545412960.741566,Cm5SB82PkRCOtwOgHl,192.168.1.195,51418,185.244.25.235,6667,tcp,-,3.119462,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
